CustomerID,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,CompanyName,SalesPerson,EmailAddress,Phone,PasswordHash,PasswordSalt,rowguid,ModifiedDate
5575,0,Mrs.,Ella,,Seidel,,,adventure-works\robert7,ella.seidel438@gmail.com,001-836-348-373,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,mmAnUZrp=,09B52456-72AA-4326-8244-55039C330B10,2025-11-30 00:00:00.000
6357,0,,Wesley,,Montoya,,,adventure-works\james9,wesley.montoya791@gmail.com,773-643-6240x19,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,ADoZpkNS=,C82D9D9F-3A01-45C3-A1E6-7995FC255013,2025-11-30 00:00:00.000
3953,0,,Timothy,B.,Sanchez,,Smith-Allen,adventure-works\brian4,timothy.sanchez667@gmail.com,+1-838-657-6513,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,xAytgenF=,3C895B5F-5BB6-41C1-A70F-F75B66F4512F,2025-11-30 00:00:00.000
6569,0,Ms.,Lucie,,Noack,,,adventure-works\richard7,lucie.noack177@gmail.com,9948259111,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,AztyUxSb=,E9B3BDE1-6F4F-4984-AFB6-0520F435BB06,2025-11-30 00:00:00.000
1578,0,,Maria,,Valenzuela,,,adventure-works\charles9,maria.valenzuela922@gmail.com,+1-442-897-9343,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,LidYWiIu=,615AA9C0-A1E0-462A-9AF1-AAFCD03CAAFD,2025-11-30 00:00:00.000
8766,0,,Jennifer,T.,Matthews,,,adventure-works\jacob7,jennifer.matthews306@gmail.com,001-954-787-521,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,TgwLmzoH=,0AB9E420-8CDD-4A6E-955A-1BBF4375165F,2025-11-30 00:00:00.000
8110,0,,Brandon,,Ward,,,adventure-works\christine0,brandon.ward491@gmail.com,859.348.8037x71,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,qLFJVfRt=,1D7FB030-FDCB-40E0-B3DA-0B8FB8167CF6,2025-11-30 00:00:00.000
3213,0,,George,,Henson,,"Gaines, Walsh and Foster",adventure-works\john3,george.henson649@gmail.com,001-592-626-181,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,BYbQVeFz=,4F6C81C3-6022-41D8-8A87-04E413F80BD0,2025-11-30 00:00:00.000
4702,0,,April,R.,Bailey,,"Rodriguez, Curry and Mcclure",adventure-works\robert3,april.bailey913@gmail.com,803-214-8121x61,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,HOtLyBVb=,FB46AC56-A468-4809-B1B9-A3964FE05738,2025-11-30 00:00:00.000
1495,0,,Till,,Wulf,,"Smith, Davis and Lutz",adventure-works\christian4,till.wulf973@gmail.com,+1-814-682-9340,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,wbjqcyaD=,99477E2E-9000-453B-946B-18931294DE50,2025-11-30 00:00:00.000
3661,0,,Richard,A.,Brown,,,adventure-works\dawn0,richard.brown712@gmail.com,001-581-962-930,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,BxHdPPWJ=,73061C66-31FD-4DF8-BC76-E3BDB3B88F4A,2025-11-30 00:00:00.000
324,0,Ms.,Tonya,,Baker,,,adventure-works\scott1,tonya.baker744@gmail.com,8478836561,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,bLjKxsNo=,1FF4FFE5-CF14-4A40-B7B2-98409F34745C,2025-11-30 00:00:00.000
7908,0,Mr.,Duane,K.,Patterson,,,adventure-works\christopher1,duane.patterson509@gmail.com,001-855-313-584,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,dOwuKVJU=,98F408C7-A065-41F9-85DC-5468890BFD87,2025-11-30 00:00:00.000
8296,0,,Austin,R.,Manning,,,adventure-works\michael9,austin.manning156@gmail.com,850-321-7651x18,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,sYHHWnMg=,B16982DE-5D05-4816-922F-C878BD1F28DD,2025-11-30 00:00:00.000
199,0,,Michael,,Stewart,,Foster Group,adventure-works\kaitlyn3,michael.stewart587@gmail.com,330.758.6536x88,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,ojzuMhYp=,5CCC3DB9-5D8A-4471-A485-F02C948EC2DF,2025-11-30 00:00:00.000
9226,0,,Aurelia,,Fras,,,adventure-works\manuel3,aurelia.fras219@gmail.com,579-850-0238,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,qlVaedaL=,A2E5A952-E57B-4989-A44D-A861C90C9579,2025-11-30 00:00:00.000
6171,0,,Margaret,,Evans,,Wagner Group,adventure-works\adam8,margaret.evans117@gmail.com,001-718-918-941,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,zAXgZZmH=,B92FB776-15BC-496D-86AF-22F7CCF75458,2025-11-30 00:00:00.000
3425,0,,Jennifer,E.,Cook,,,adventure-works\louis1,jennifer.cook374@gmail.com,286-691-9630x07,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,pYBLHsfa=,803D5309-2C35-4C1A-BE2C-5B921E450532,2025-11-30 00:00:00.000
6290,0,Mr.,Owen,,Barnett,,Carey-Patrick,adventure-works\shawn5,owen.barnett312@gmail.com,001-236-586-177,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,Kgcrcubm=,0F1464AF-B4D0-4FD7-99B3-593B8C036648,2025-11-30 00:00:00.000
7186,0,Mr.,Mehdi,C.,Schuchhardt,,,adventure-works\anna8,mehdi.schuchhardt196@gmail.com,+1-622-235-0427,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,AXkKDDni=,5BD42B95-8467-4677-BB76-4C5C72A90AA0,2025-11-30 00:00:00.000
4821,0,,Kathryn,,Morrison,,,adventure-works\hannah0,kathryn.morrison525@gmail.com,(428)392-4362x9,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,LhnUMQRP=,6A4360C8-27B4-4F2F-9A4F-1966EACFEF42,2025-11-30 00:00:00.000
623,0,Mrs.,Allison,,Rivera,,,adventure-works\samuel0,allison.rivera898@gmail.com,001-315-506-665,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,tTMjwxQJ=,34245960-BF3C-499D-A7C6-1D38AE39FDBC,2025-11-30 00:00:00.000
5380,0,Mr.,John,M.,Patrick,,,adventure-works\lawrence0,john.patrick630@gmail.com,001-664-807-936,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,EzkkgRhF=,AC76441D-55CE-4DAF-99AA-0B5CDDDDF90D,2025-11-30 00:00:00.000
8913,0,Mr.,William,,Knight,,Welch-Mills,adventure-works\angela9,william.knight541@gmail.com,764-377-2103,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,ErGfGAIS=,025F6776-E2AA-433D-814F-E38F46BB8B06,2025-11-30 00:00:00.000
6149,0,,Kathryn,J.,Ward,,"Hughes, Lawson and Torres",adventure-works\nicholas5,kathryn.ward149@gmail.com,480.816.3517x63,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,lenmCWfY=,E0FA18DD-187C-44E5-8264-822F9A0F3044,2025-11-30 00:00:00.000
7692,0,,Luke,,Charles,,,adventure-works\paige1,luke.charles996@gmail.com,(584)547-5969x6,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,LgahMohf=,A84FCEDF-1D15-40DB-A27F-4FC04277451F,2025-11-30 00:00:00.000
7852,0,Mr.,James,C.,Nelson,,,adventure-works\justin8,james.nelson243@gmail.com,806.270.2028,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,MglxLgLw=,F4D14843-8AE9-497D-B0B6-4EAFEC450865,2025-11-30 00:00:00.000
2239,0,Mr.,Ricky,K.,Melendez,,,adventure-works\michael9,ricky.melendez833@gmail.com,+1-734-936-2900,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,XIMNiShG=,A85C7065-07B7-4C6D-9DA7-614B3BF367D3,2025-11-30 00:00:00.000
309,0,Mr.,Jeremy,,Morgan,,,adventure-works\tanya6,jeremy.morgan768@gmail.com,(381)415-9196x0,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,MXsdovnG=,82E64A11-E119-4441-A553-4032D31E593D,2025-11-30 00:00:00.000
4454,0,Ms.,Karen,C.,Jackson,,Wise and Sons,adventure-works\sherri9,karen.jackson842@gmail.com,001-607-676-522,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,JTGykiED=,BE7B1AF5-0AD1-4EF2-8F00-462468965750,2025-11-30 00:00:00.000
3639,0,Mrs.,Crystal,,Hunt,,,adventure-works\lisa1,crystal.hunt579@gmail.com,(874)233-8188x9,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,nKqInWJh=,AD8B07CC-539A-4FFA-BD18-36F93A49C975,2025-11-30 00:00:00.000
3017,0,Ms.,Holly,,Murray,,,adventure-works\jared4,holly.murray791@gmail.com,+1-702-363-7085,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,EQPWEJpY=,8A1A4B16-F98A-46D4-A37D-6C86404DA9CF,2025-11-30 00:00:00.000
7778,0,Mrs.,Kathryn,,Stone,,,adventure-works\anna4,kathryn.stone233@gmail.com,(814)260-1246,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,mFEcYHkB=,0C3844BB-D310-46B2-B148-A57F0ECF1172,2025-11-30 00:00:00.000
71,0,,Randy,J.,Nelson,,,adventure-works\eric2,randy.nelson970@gmail.com,(713)836-2910x8,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,KZqnBaLR=,3B19A23F-8F4F-48BB-A8BB-D47441D7A48D,2025-11-30 00:00:00.000
947,0,Ms.,Brianna,,Daniels,,,adventure-works\andrea7,brianna.daniels310@gmail.com,(555)630-2597x2,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,JilqNUke=,5E1D4756-D845-477C-A0A3-8491B50AE34D,2025-11-30 00:00:00.000
7311,0,Mr.,Jan,,Litwińczuk,,,adventure-works\kevin8,jan.litwińczuk713@gmail.com,001-894-762-051,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,RssbHKUu=,F2F3473D-176B-4067-93B8-0E8289026203,2025-11-30 00:00:00.000
5934,0,,Stuart,T.,Patel,,Hudson Inc,adventure-works\john0,stuart.patel308@gmail.com,+1-455-509-1475,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,OBNrGxZj=,2E6B2DBA-7765-44D1-A2E9-C6A548425350,2025-11-30 00:00:00.000
3235,0,Ms.,Nicole,,Holland,,,adventure-works\katherine9,nicole.holland633@gmail.com,478-536-0609,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,vnYlFeUb=,5ED4A9AE-9FB0-4789-B42E-F4BD63FDD014,2025-11-30 00:00:00.000
4452,0,Ms.,Christine,,Bennett,,,adventure-works\tracy2,christine.bennett152@gmail.com,809.591.1434x92,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,iTKlLTij=,83038726-B947-4BB8-BC58-22A099AD5653,2025-11-30 00:00:00.000
6928,0,Ms.,Patricia,,Hawkins,,Jensen-Black,adventure-works\scott2,patricia.hawkins932@gmail.com,001-540-454-718,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,wplwMxIk=,2BD86859-257D-4B17-88AA-A5DE8278B6E6,2025-11-30 00:00:00.000
4822,0,Mr.,Samuel,,Jensen,,,adventure-works\diane2,samuel.jensen297@gmail.com,+1-267-579-1834,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,fiBwGzZQ=,3702CE56-63AE-49FD-BF53-3CCA6407C32D,2025-11-30 00:00:00.000
7720,0,,Keith,R.,Edwards,,,adventure-works\mariah9,keith.edwards721@gmail.com,(213)570-1013x1,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,cMPDPbIE=,ED52F9D2-307C-4AFB-ACD0-315E485BC527,2025-11-30 00:00:00.000
4122,0,Mr.,Gordon,D.,Ingram,,Garcia-Stephens,adventure-works\austin6,gordon.ingram116@gmail.com,(350)975-0996x1,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,sTpkQcnZ=,EFC4236B-9A39-4EDF-836E-F949F7CC7A2E,2025-11-30 00:00:00.000
6806,0,,Teresa,A.,Smith,,,adventure-works\lisa6,teresa.smith438@gmail.com,(804)253-5095,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,SyRlikjH=,7BC544B8-3499-4710-AE42-34074E347AA7,2025-11-30 00:00:00.000
5580,0,,Joana,F.,Heinrich,,,adventure-works\kristen8,joana.heinrich391@gmail.com,+1-228-212-0306,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,dGmWKTSG=,D05681F0-19C0-4DA4-BD3B-FD3E564D4042,2025-11-30 00:00:00.000
5718,0,Mr.,Adam,S.,Vazquez,,,adventure-works\dawn6,adam.vazquez105@gmail.com,664-913-5724x59,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,MYkyxQBI=,9A905D45-2D5C-4C40-B235-CF7F5875529F,2025-11-30 00:00:00.000
3004,0,Mrs.,Sara,,Phillips,,,adventure-works\mitchell1,sara.phillips298@gmail.com,894-872-6822x54,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,jeLaCmQT=,FA742B57-7E38-46D6-B37D-B5CF23AA3553,2025-11-30 00:00:00.000
6016,0,,Toby,,Short,,"Edwards, Atkins and Turner",adventure-works\glenda1,toby.short118@gmail.com,814.214.9398,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,wYjXgMRT=,DC158F91-F2AD-419C-A327-BF4649B16299,2025-11-30 00:00:00.000
3632,0,Mr.,Robert,,Ross,,Simmons-Suarez,adventure-works\caleb6,robert.ross467@gmail.com,836.977.6051x83,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,xBHrpdpb=,1F7F9F19-0E29-41F3-91CB-17319A12385A,2025-11-30 00:00:00.000
6069,0,,Victoria,A.,Cummings,,,adventure-works\sharon2,victoria.cummings125@gmail.com,(496)784-8866x7,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,IOqYIGBN=,B0364EFC-3544-4E22-BEFE-F5A7A427A2D7,2025-11-30 00:00:00.000
2942,0,Ms.,Jacqueline,,Johns,,Mcpherson-Taylor,adventure-works\elizabeth0,jacqueline.johns461@gmail.com,946-725-5599x12,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,sWwsIhgq=,75AF5D06-F8D2-438E-B392-51718681FDE1,2025-11-30 00:00:00.000
5910,0,,Laurie,,Padilla,,,adventure-works\eugene3,laurie.padilla496@gmail.com,+1-434-510-9561,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,KZtJbkKC=,3AF522D7-FC9A-4516-BA83-DCBE265D3A0F,2025-11-30 00:00:00.000
422,0,,Bryan,,Cross,,Adams-Graham,adventure-works\samantha9,bryan.cross923@gmail.com,597.759.0158,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,kGQFHnHu=,568CE239-5A8E-43D4-B1A9-B989B4229386,2025-11-30 00:00:00.000
3468,0,Mrs.,Brooke,J.,Mathews,,,adventure-works\susan2,brooke.mathews534@gmail.com,589.329.7208,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,gvOhyzAh=,A80235D1-42A8-4D41-972F-99695745E1A0,2025-11-30 00:00:00.000
3522,0,Mrs.,Amber,,Chadwick,,Davey-Harrison,adventure-works\alyssa1,amber.chadwick409@gmail.com,001-599-997-207,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,VXTYkZGT=,3562A272-4420-4F80-AC7B-85CD40EE2EF9,2025-11-30 00:00:00.000
6774,0,Mr.,Patrick,D.,Wilson,,,adventure-works\shawn7,patrick.wilson298@gmail.com,568-624-4532x36,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,BCxmBXzJ=,C237520B-3337-4FF6-9A64-CA97D8A5B9AB,2025-11-30 00:00:00.000
672,0,Mrs.,Amanda,,Moore,,"Cummings, Davila and Owens",adventure-works\chase7,amanda.moore214@gmail.com,(554)276-6626x2,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,JENjZkBp=,4F8EF27A-84B9-4D47-861F-07BAD6519793,2025-11-30 00:00:00.000
1614,0,Mr.,Edward,,Rivera,,,adventure-works\michael2,edward.rivera923@gmail.com,703.413.2224x12,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,pWdWCPWE=,A537DBE6-832A-4D4F-977C-F09E84E5B481,2025-11-30 00:00:00.000
3010,0,Ms.,Gretel,M.,Blümel,,Davis-Jackson,adventure-works\megan7,gretel.blümel504@gmail.com,001-459-706-905,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,ExDxOVKb=,7B858303-A831-458C-A44B-FBA37BA55D83,2025-11-30 00:00:00.000
