CustomerID,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,CompanyName,SalesPerson,EmailAddress,Phone,PasswordHash,PasswordSalt,rowguid,ModifiedDate
60,0,Ms.,Ayten,,Sölzer,,Noack,adventure-works\kathy4,ayten75@outlook.com,+49(0)0358 9441,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,GNRQhlJK=,ECB9891C-A97E-4207-BF8C-0F41F34DBC42,2024-09-21 00:00:00.000
61,0,,Ebony,A.,Terry,,,adventure-works\david5,ebony57@outlook.com,868-223-0942,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,HoUPqEym=,1CC599F4-17A7-4EA3-A246-D5F4FD3E4E72,2024-01-21 00:00:00.000
62,0,,Tymon,,Kuzior,,,adventure-works\tiffany5,tymon75@gmail.com,579 787 844,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,qelTTOev=,DC8EDB0A-B60A-4427-ADE5-402654555971,2022-10-20 00:00:00.000
63,0,Mrs.,Michelle,A.,Kennedy,,,adventure-works\natasha6,michelle98@adventure-works.com,385.572.5554x60,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,mZoeMPRW=,6E243373-9EC4-47EE-BEC6-8CE273E92B26,2025-07-24 00:00:00.000
64,0,Ms.,Donna,,Taylor,,Bennett Inc,adventure-works\louis6,donna5@adventure-works.com,(0114) 496 0662,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,BydqwAKl=,89B7075A-D803-42AC-8DE6-65AAA9C7DE4D,2023-08-25 00:00:00.000
65,0,Mrs.,Donna,K.,Mason,,,adventure-works\brittany0,donna14@yahoo.com,+441632960356,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,hSVTBwJP=,6E834CFB-E19F-43DA-B7BF-C2873E529D04,2022-11-15 00:00:00.000
66,0,Ms.,Barbara,,Kemp,,"Holt, Reid and West",adventure-works\aaron5,barbara52@adventure-works.com,+441614960972,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,mBzLseWl=,35BDBAD7-856C-4CDC-BF3E-46CA00A66061,2023-08-29 00:00:00.000
67,0,,Jeffrey,A.,Shaw,,,adventure-works\chad1,jeffrey92@yahoo.com,806-685-1650,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,IaTBBYgG=,B3A77D0E-A58A-4599-811B-33834145D79C,2024-04-13 00:00:00.000
68,0,Ms.,Cheryl,K.,Mason,,,adventure-works\jeffery3,cheryl50@adventure-works.com,+44114 496 0075,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,nZybmbxn=,3AF61EE7-F15D-449A-928F-8250BE4FA6BF,2025-08-04 00:00:00.000
69,0,Mrs.,Lisa,K.,Jackson,,,adventure-works\jamie5,lisa6@yahoo.com,(892)263-7000x0,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,gkRQAwDf=,EFD2098B-2F1A-420C-A14D-8B2A83857B45,2023-08-03 00:00:00.000
70,0,Mr.,Tony,,Carter,Jr.,Howard Inc,adventure-works\christopher1,tony90@outlook.com,(432)223-1218x1,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,riYfMtaI=,2A8C99AF-8F16-4855-9E9D-28729752491A,2023-12-20 00:00:00.000
71,0,,Randy,J.,Nelson,,,adventure-works\eric2,randy91@adventure-works.com,(316)761-3714x7,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,KZqnBaLR=,3B19A23F-8F4F-48BB-A8BB-D47441D7A48D,2024-06-03 00:00:00.000
72,0,,Matthew,K.,Anderson,,,adventure-works\jerome4,matthew80@gmail.com,001-286-943-694,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,gMTYRUHI=,557FBD90-1B87-4397-B860-54F5EE9EA852,2025-08-28 00:00:00.000
73,0,Mr.,William,,Smith,,,adventure-works\sarah6,william59@adventure-works.com,922-221-4338,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,dsTaFJcb=,3B20454D-2318-4C20-961D-9A0044ED8BF2,2025-01-31 00:00:00.000
74,0,,Paul,,Foster,,Lara-Bean,adventure-works\amber3,paul99@yahoo.com,9703950006,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,wXHTPuve=,12FB60F3-2427-4397-BC61-9CEB7834D043,2024-06-27 00:00:00.000
75,0,Mrs.,Kimberly,,Hernandez,,Webb-Beltran,adventure-works\stephanie1,kimberly15@outlook.com,480.700.1099x56,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,jebAwAMY=,7820B5D1-304D-48F8-9231-F60D3B7B1BF6,2022-03-03 00:00:00.000
76,0,,Bartek,,Bąbel,,Fundacja Wolan-Hynek Sp. z o.o.,adventure-works\tina5,bartek71@adventure-works.com,669 790 421,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,tJxUpSts=,542210A0-5EAA-4F76-A234-550E56A1091A,2024-03-27 00:00:00.000
77,0,,Todd,,Evans,,,adventure-works\sarah8,todd83@yahoo.com,375.509.8683x42,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,uptNozIz=,E76ECD49-1AF3-4ABD-87A6-441EEAB8792D,2022-12-21 00:00:00.000
78,0,Ms.,Valerie,A.,Smith,,Duncan Group,adventure-works\katherine6,valerie42@gmail.com,(571)826-1709x8,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,QenTOoKr=,D49BD103-C42B-4033-A58B-2E392739BAD7,2023-12-10 00:00:00.000
79,0,,Agata,,Zobel,,Hartmann AG & Co. KGaA,adventure-works\kevin9,agata60@gmail.com,+49(0)942405989,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,apNNdasX=,0B90667C-FF2C-4CC3-8862-384BEF4438D7,2024-12-02 00:00:00.000
80,0,,Terence,,Gibson,,Reid-Sharp,adventure-works\henry4,terence67@outlook.com,(0114) 4960594,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,EitVHQLl=,0606CBE0-1CF5-4079-99C3-F5D081D60A9A,2025-08-16 00:00:00.000
81,0,Mr.,John,L.,Eaton,,"Bowen, Sutton and Walker",adventure-works\michael1,john35@yahoo.com,001-633-807-351,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,SDNcgDKX=,E8860F4D-80C6-451D-A7B6-995A87DB450A,2024-02-11 00:00:00.000
82,0,Mrs.,Rachael,S.,Hanson,III,,adventure-works\lawrence2,rachael99@outlook.com,+44(0)141 496 0,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,PxoErUSF=,03F07C77-E6FA-4008-8635-9ACAA5B0D0D8,2024-07-09 00:00:00.000
83,0,Mr.,Timothy,,Perkins,,,adventure-works\cory9,timothy5@outlook.com,813-431-4992,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,GToJpRZQ=,06626226-3E12-4116-A25E-A2651363BE94,2025-02-11 00:00:00.000
84,0,,Beverley,,Griffiths,,,adventure-works\bradley1,beverley51@gmail.com,+441614960289,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,aWjmwHBM=,7427DD9D-69BA-47A9-906B-ED1776DE3A51,2024-11-21 00:00:00.000
85,0,Mr.,Michael,S.,Smith,,,adventure-works\barbara9,michael42@adventure-works.com,+1-639-471-2525,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,eOBfjWZf=,67AB97C6-2D89-49E5-B91D-64648E3AA992,2024-11-06 00:00:00.000
86,0,,John,,Brooks,,,adventure-works\zachary1,john43@adventure-works.com,6432334680,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,JYhmzurM=,320A352B-CFD4-4C4F-B57D-C989B9C57223,2024-02-11 00:00:00.000
87,0,,Megan,,Shah,,,adventure-works\loretta1,megan8@gmail.com,(844)304-8434x3,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,dbxmEoCF=,BC693635-822A-4A61-8856-93D1AC6B3C81,2022-07-19 00:00:00.000
88,0,Mr.,Gabriel,T.,Kelley,,,adventure-works\melissa4,gabriel57@yahoo.com,001-593-331-831,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,tbWnyNau=,2A2008AC-B02B-429C-8001-F1021EF02C8B,2024-05-14 00:00:00.000
89,0,,Heather,,Weeks,,Cook-King,adventure-works\jamie2,heather58@adventure-works.com,(898)240-9350,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,qgXfGXnr=,5A1F64BF-2CC6-48DB-BB82-A2607C58CA25,2023-07-02 00:00:00.000
90,0,,Lea,S.,Rogner,,Faust,adventure-works\cesar0,lea0@gmail.com,+49(0)698527877,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,PiHzKgjN=,C375DC11-F62C-4E03-ADD0-D381A052B89C,2023-05-17 00:00:00.000
