customer_id,first_name,last_name,email,phone,city,state,country,registration_date,customer_segment
CUST000026,Mary,Szajner,mary.szajner@hotmail.com,571-843-4558x122,Pennsylvania,PA,USA,2025-04-16,Standard
CUST000027,Robert,Swiątek,robert.swiątek@o2.pl,766.690.9670,Florida,FL,USA,2025-08-01,Basic
CUST000028,Julita,Freeman,julita.freeman@o2.pl,506 562 729,Pennsylvania,PA,USA,2025-09-09,Premium
CUST000029,Christopher,Rduch,christopher.rduch@interia.pl,965-237-5564x641,Ohio,OH,USA,2025-11-16,Basic
CUST000030,Artur,Harrington,artur.harrington@gmail.com,509.923.2719,Illinois,IL,USA,2025-05-30,Premium
CUST000031,Catherine,Strickland,catherine.strickland@yahoo.com,001-504-396-6319,,NC,USA,2025-07-30,Standard
CUST000032,Laura,Reed,laura.reed@hotmail.com,538 506 716,Ohio,OH,USA,2025-02-23,Basic
CUST000033,Marcin,Latuszek,marcin.latuszek@yahoo.com,+48 536 945 314,Florida,FL,USA,2024-05-13,Premium
CUST000034,Nicole,Droździk,nicole.droździk@yahoo.com,667 354 549,California,CA,USA,2024-12-27,Premium
CUST000035,Christopher,Wołoszyk,christopher.wołoszyk@hotmail.com,+48 737 701 436,Texas,TX,USA,2024-06-27,Basic
CUST000036,Lidia,Barszczak,lidia.barszczak@gmail.com,123,New Jersey,NJ,USA,2024-04-05,Standard
CUST000037,Jacek,Pietrek,jacek.pietrek@yahoo.com,(924)308-2400x842,Georgia,GA,USA,2025-01-09,Basic
CUST000038,Malwina,Ignatiuk,malwina.ignatiuk@gmail.com,+48 22 711 67 19,North Carolina,NC,USA,2024-03-06,Premium
CUST000039,Karol,Wilson,karol.wilson@yahoo.com,001-586-577-4964x99091,California,CA,USA,2025-03-13,Basic
CUST000040,John,Moore,john.moore@o2.pl,780 344 713,Illinois,IL,USA,2025-06-14,Basic
CUST000041,Ronald,Holland,ronald.holland@interia.pl,6248994717,Illinois,IL,USA,2024-11-16,Standard
CUST000041,Monika,George,monika.george@hotmail.com,+48 724 013 990,New York,NY,USA,2025-01-11,Basic
CUST000043,Thomas,Batóg,thomas.batóg@hotmail.com,+48 737 175 655,North Carolina,NC,USA,2025-08-05,Premium
CUST000044,Klara,Nowotny,klara.nowotny@yahoo.com,215.545.1680x876,Illinois,IL,USA,2025-02-14,Basic
CUST000045,Sara,Harris,sara.harris@yahoo.com,+48 797 109 324,Florida,FL,USA,2024-12-24,Premium
CUST000046,Jeffrey,Murray,jeffrey.murray@hotmail.com,448.346.7737x8263,Texas,TX,USA,2025-06-03,Basic
CUST000047,Cyprian,Kajstura,cyprian.kajstura@yahoo.com,22 997 27 87,North Carolina,NC,USA,2024-07-17,Premium
CUST000048,Agnieszka,Łabuś,agnieszka.łabuś@hotmail.com,001-463-960-5766,Georgia,GA,USA,2024-02-17,Premium
CUST000048,Oskar,Dziechciarz,oskar.dziechciarz@onet.pl,(221)374-5961x58657,Pennsylvania,PA,USA,2025-02-20,Premium
CUST000050,,Hamilton,olaf.hamilton@hotmail.com,524.800.5045x562,Michigan,MI,USA,2024-03-20,Premium
CUST000051,Chelsea,Boryczko,chelsea.boryczko@yahoo.com,474.374.0748,California,CA,USA,2025-10-07,Basic
CUST000052,Kaja,Krzykała,kaja.krzykała@interia.pl,+48 22 713 69 59,Texas,TX,USA,2025-11-11,Basic
CUST000053,Michał,Parda,michał.parda@hotmail.com,+1-274-639-5339x421,North Carolina,NC,USA,2023-12-11,Premium
CUST000054,Adrian,Browning,adrian.browning@hotmail.com,663 285 884,Michigan,MI,USA,2024-05-22,Standard
CUST000055,Gustaw,Bochnia,gustaw.bochnia@yahoo.com,(336)985-1604,North Carolina,NC,USA,2025-03-22,Basic
CUST000056,Janina,Malka,janina.malka@onet.pl,209.285.9317x4612,Virginia,VA,USA,2025-11-14,Standard
CUST000057,Colton,Price,colton.price@hotmail.com,+48 692 617 964,New Jersey,NJ,USA,2025-04-04,Basic
CUST000058,Scott,Foley,scott.foley@hotmail.com,+48 665 064 317,North Carolina,NC,USA,2025-03-15,Standard
CUST000059,,Pabis,brent.pabis@hotmail.com,283-693-3529,Florida,FL,USA,2025-11-07,Standard
CUST000060,Tymoteusz,Guerrero,invalid,(339)950-2402x681,North Carolina,NC,USA,2025-06-07,Premium
,Shannon,Dougherty,shannon.dougherty@hotmail.com,+48 530 076 617,New Jersey,NJ,USA,2024-01-09,Premium
CUST000062,Marc,Jones,marc.jones@yahoo.com,+48 509 847 896,NEW YORK,NY,USA,2025-06-18,Standard
CUST000063,Melissa,Jordan,melissa.jordan@yahoo.com,22 766 15 65,Florida,FL,USA,2024-08-16,Basic
CUST000064,Gloria,Samul,gloria.samul@gmail.com,(215)628-0988x51656,Michigan,MI,USA,2026-01-13,Premium
CUST000065,Artur,Bell,artur.bell@onet.pl,+48 693 689 980,Ohio,OH,USA,2023-12-08,Premium
CUST000066,Fabian,Żyrek,fabian.żyrek@gmail.com,N/A,New Jersey,NJ,USA,2024-03-11,Standard
CUST000067,Arkadiusz,Ware,arkadiusz.ware@gmail.com,+1-814-376-7976x43815,Virginia,VA,USA,2025-03-26,Premium
CUST000068,Anna Maria,Bulanda,anna maria.bulanda@yahoo.com,2349324451,New Jersey,NJ,USA,2024-03-24,Premium
CUST000069,Ewelina,Mason,ewelina.mason@onet.pl,+48 22 060 71 59,VIRGINIA,VA,USA,2025-01-09,Premium
CUST000070,Aleks,Sullivan,,22 516 13 69,Georgia,GA,USA,2024-12-04,Standard
CUST000071,Fabian,Wójcikiewicz,test@,418.383.5523x12432,Georgia,GA,USA,2025-10-12,Standard
CUST000072,Marcelina,Furmankiewicz,marcelina.furmankiewicz@hotmail.com,607 177 449,North Carolina,NC,USA,2024-07-31,Premium
,Lance,Wdowczyk,lance.wdowczyk@yahoo.com,531 998 679,North Carolina,NC,USA,2024-10-10,Premium
CUST000074,Marc,Dawiec,marc.dawiec@gmail.com,575 182 037,Florida,FL,USA,2024-12-04,Premium
CUST000075,Michael,Księżyk,michael.księżyk@gmail.com,+1-451-751-8644x9251,Georgia,GA,USA,2025-10-24,Premium
CUST000076,Adrian,Collins,adrian.collins@hotmail.com,22 281 68 50,New York,NY,USA,2024-06-29,Premium
CUST000077,Matthew,Wojtyś,matthew.wojtyś@gmail.com,441-888-8059,Ohio,OH,USA,2024-03-14,Standard
CUST000078,Jennifer,Jenkins,jennifer.jenkins@yahoo.com,32 738 34 73,Georgia,GA,USA,2025-03-26,Standard
CUST000079,Marcelina,Cisoń,marcelina.cisoń@yahoo.com,663 924 075,Virginia,VA,USA,2025-04-20,Basic
CUST000080,Justin,Nelson,justin.nelson@yahoo.com,575.806.0685,Georgia,GA,USA,2024-08-17,Premium
,Lucas,Combs,lucas.combs@interia.pl,2476277901,Florida,FL,USA,2025-07-19,Basic
CUST000082,Kamil,John,kamil.john@onet.pl,269.571.1798,New York,NY,USA,2024-06-16,Basic
CUST000083,Christina,Duncan,christina.duncan@hotmail.com,651.288.8880x67065,New York,NY,USA,2025-06-15,Basic
CUST000084,Tadeusz,Ingram,tadeusz.ingram@interia.pl,(585)227-7221x704,North Carolina,NC,USA,2025-08-25,Premium
CUST000085,,Dulik,fabian.dulik@gmail.com,001-434-950-5415x66765,North Carolina,NC,USA,2024-08-11,Premium
CUST000086,Karol,Drozdowicz,no-email,+1-845-411-5447,California,CA,USA,2024-07-30,Premium
CUST000087,Jessica,Jantos,jessica.jantos@gmail.com,265-482-0297,Michigan,MI,USA,2024-05-07,Premium
CUST000088,Olgierd,Basak,olgierd.basak@hotmail.com,+1-375-257-1928x56543,New York,NY,USA,2024-11-15,Basic
CUST000089,Melania,Green,melania.green@hotmail.com,699 473 121,,NJ,USA,2024-03-22,Standard
CUST000090,Dawid,Grund,dawid.grund@hotmail.com,+1-384-542-2583,Florida,FL,USA,2024-05-08,Basic
CUST000091,Szymon,Wszoła,szymon.wszoła@o2.pl,+1-711-346-7866x912,Florida,FL,USA,2024-10-22,Standard
CUST000092,Hubert,Saunders,hubert.saunders@yahoo.com,682-342-2535,New Jersey,NJ,USA,2024-04-08,Basic
CUST000093,Hubert,Pasich,hubert.pasich@hotmail.com,001-292-329-9590,Pennsylvania,PA,USA,2025-10-10,Premium
CUST000094,,Prygiel,nikodem.prygiel@yahoo.com,+48 734 736 471,Michigan,MI,USA,2024-03-11,Premium
CUST000095,Karina,Węgrzynowicz,karina.węgrzynowicz@yahoo.com,955-562-5881x53714,North Carolina,NC,USA,2024-01-26,Standard
CUST000096,,Krekora,ernest.krekora@yahoo.com,692 787 747,Pennsylvania,PA,USA,2024-01-21,Premium
CUST000097,Dorota,Karłowicz,dorota.karłowicz@hotmail.com,510 479 748,Texas,TX,USA,2025-07-28,Standard
CUST000098,Łukasz,Woźniczko,łukasz.woźniczko@o2.pl,516 098 358,Virginia,VA,USA,2024-01-09,Standard
CUST000099,Krystyna,Bejnarowicz,krystyna.bejnarowicz@gmail.com,(255)485-2398x6800,New Jersey,NJ,USA,2025-06-26,Basic
CUST000099,Krystian,Murphy,krystian.murphy@interia.pl,+48 724 958 887,North Carolina,NC,USA,2024-10-29,Basic
CUST000100,Micheal,Whitney,micheal.whitney@hotmail.com,+1-874-499-3097x289,Texas,TX,USA,2023-12-10,Premium
CUST000102,James,Grabara,james.grabara@interia.pl,+48 793 689 702,Virginia,VA,USA,2024-12-31,Basic
CUST000103,Anna Maria,Górkiewicz,user@domain,+48 665 497 334,Illinois,IL,USA,2024-04-29,Premium
CUST000104,Stefan,Vaughn,stefan.vaughn@gmail.com,888 441 986,Illinois,IL,USA,2025-07-07,Basic
CUST000105,Kelly,Żelasko,kelly.żelasko@yahoo.com,+48 734 733 848,New York,NY,USA,2024-02-25,Premium
CUST000106,John,Little,john.little@gmail.com,797 120 826,Illinois,IL,USA,2024-10-31,Premium
CUST000106,Katelyn,Pabisiak,katelyn.pabisiak@hotmail.com,001-219-238-0262x06724,Texas,TX,USA,2025-01-05,Premium
CUST000108,Sarah,Bienia,sarah.bienia@hotmail.com,608 743 152,North Carolina,NC,USA,2025-03-04,Basic
CUST000109,Alexis,Bancerz,alexis.bancerz@yahoo.com,(496)468-5161,New York,NY,USA,2024-07-10,Premium
CUST000110,Adam,Tylec,,789 904 530,Virginia,VA,USA,2024-10-22,Basic
CUST000111,Richard,Pacholczak,richard.pacholczak@hotmail.com,889 332 727,,PA,USA,2024-09-15,Premium
CUST000112,Julita,Gill,julita.gill@hotmail.com,+48 605 191 088,New York,NY,USA,2025-01-08,Standard
CUST000113,Franklin,Przybycień,franklin.przybycień@hotmail.com,538 707 286,New York,NY,USA,2025-01-02,Standard
CUST000114,,Foster,norbert.foster@hotmail.com,001-910-265-1801,Florida,FL,USA,2024-09-10,Standard
CUST000115,Katie,Maszczyk,katie.maszczyk@o2.pl,+48 501 825 128,Ohio,OH,USA,2024-12-07,Basic
CUST000116,Mary,Good,mary.good@hotmail.com,+48 666 337 524,Florida,FL,USA,2025-10-02,Premium
CUST000117,Antonio,Jantos,antonio.jantos@gmail.com,819-907-9030,Texas,TX,USA,2024-12-15,Standard
CUST000118,Donald,Piwek,donald.piwek@yahoo.com,724 283 644,virginia,VA,USA,2024-12-27,Standard
CUST000119,,Wiraszka,connie.wiraszka@onet.pl,+48 736 856 624,Virginia,VA,USA,2024-03-30,Standard
CUST000120,Tadeusz,Turner,tadeusz.turner@yahoo.com,+1-566-788-2634,Georgia,GA,USA,2025-09-21,Premium
CUST000121,Tomasz,Williams,tomasz.williams@hotmail.com,239-583-7354,georgia,GA,USA,2025-10-20,Premium
CUST000122,Julie,Boruń,julie.boruń@yahoo.com,N/A,Florida,FL,USA,2024-01-28,Standard
CUST000123,Alex,Wood,alex.wood@onet.pl,001-820-548-9964x2353,Illinois,IL,USA,2024-12-23,Standard
CUST000124,Juliusz,Korniak,juliusz.korniak@o2.pl,001-252-828-7280x8010,Ohio,OH,USA,2025-07-24,Basic
CUST000125,Carlos,Smith,carlos.smith@gmail.com,+1-697-670-0886x008,North Carolina,NC,USA,2024-11-18,Standard
CUST000126,Kajetan,Hull,kajetan.hull@gmail.com,+1-584-654-6156x793,California,CA,USA,2025-03-08,Standard
,Clayton,Glegoła,clayton.glegoła@onet.pl,001-921-676-5918x033,Illinois,IL,USA,2025-09-22,Premium
CUST000128,Inga,White,inga.white@onet.pl,001-826-714-2939,Pennsylvania,PA,USA,2025-05-22,Basic
CUST000129,Krystal,Mason,krystal.mason@onet.pl,(731)859-9965x04773,Ohio,OH,USA,2024-03-31,Basic
CUST000130,Karol,Pajdak,karol.pajdak@hotmail.com,342-262-6551,California,CA,USA,2024-10-07,Standard
CUST000131,Paweł,Miller,paweł.miller@o2.pl,570 158 199,Florida,FL,USA,2025-08-09,Standard
,Kelly,Citko,kelly.citko@hotmail.com,001-982-462-2444,Ohio,OH,USA,2024-03-18,Basic
CUST000133,Sandra,Poczta,sandra.poczta@yahoo.com,727 993 712,North Carolina,NC,USA,2023-11-21,Basic
CUST000134,Józef,Gęca,józef.gęca@o2.pl,+48 519 245 937,Virginia,VA,USA,2024-03-25,Basic
CUST000135,Alex,Siemieńczuk,alex.siemieńczuk@yahoo.com,564-965-1939x82807,Pennsylvania,PA,USA,2025-07-16,Standard
CUST000136,Lori,Beck,lori.beck@interia.pl,724 266 179,New Jersey,nj,USA,2025-01-15,Basic
CUST000137,Inga,Gibbs,inga.gibbs@hotmail.com,835-329-0965,Virginia,VA,USA,2024-01-28,Standard
CUST000138,William,Griffin,william.griffin@o2.pl,(907)514-6112x545,New Jersey,NJ,USA,2024-07-28,Standard
CUST000139,Samuel,Rećko,samuel.rećko@yahoo.com,001-810-951-2382x825,Virginia,VA,USA,2025-06-22,Standard
CUST000140,Jacob,Wołkowicz,jacob.wołkowicz@hotmail.com,496.760.3341x918,Florida,FL,USA,2024-04-09,Standard
CUST000141,Jose,Amanowicz,jose.amanowicz@yahoo.com,+48 726 915 579,Ohio,OH,USA,2025-07-03,Basic
CUST000142,Tola,Powers,tola.powers@onet.pl,412-952-8669x2966,Texas,TX,USA,2024-12-26,Basic
CUST000143,Stefan,Lopez,stefan.lopez@yahoo.com,(907)923-6887x676,Ohio,OH,USA,2024-01-16,Basic
CUST000144,Laura,Carter,laura.carter@interia.pl,667 978 819,Illinois,IL,USA,2024-05-30,Standard
CUST000145,Rozalia,Wolf,rozalia.wolf@yahoo.com,(713)840-7451x71339,michigan,mi,USA,2025-02-09,Standard
CUST000146,Lisa,Hudson,lisa.hudson@yahoo.com,444-794-8126x04223,North Carolina,NC,USA,2025-05-26,Standard
CUST000147,Marika,Ray,marika.ray@hotmail.com,+48 507 116 845,Virginia,VA,USA,2025-10-11,Premium
CUST000148,Elżbieta,Melton,elżbieta.melton@hotmail.com,+48 735 186 363,Illinois,IL,USA,2024-05-31,Basic
CUST000149,Natan,Knight,natan.knight@gmail.com,8175012770,Michigan,MI,USA,2025-08-22,Standard
CUST000149,Damian,Deluga,damian.deluga@gmail.com,(320)464-3611x037,Florida,FL,USA,2024-11-30,Premium
CUST000151,Mateusz,Dominguez,mateusz.dominguez@yahoo.com,413.361.1155x4262,Texas,TX,USA,2025-02-05,Premium
CUST000152,,Fuller,scott.fuller@yahoo.com,+48 22 311 21 96,Georgia,GA,USA,2025-10-21,Standard
CUST000153,Sebastian,Hill,sebastian.hill@gmail.com,32 043 89 83,New Jersey,NJ,USA,2024-06-20,Basic
CUST000154,Kristen,Simpson,kristen.simpson@gmail.com,null,Virginia,VA,USA,2025-08-07,Standard
,Dariusz,Farmer,dariusz.farmer@gmail.com,8438006848,New Jersey,NJ,USA,2024-01-16,Premium
CUST000156,Joshua,Drozdowicz,joshua.drozdowicz@gmail.com,+48 509 146 303,Florida,FL,USA,2025-09-22,Premium
CUST000157,Shawn,Parker,shawn.parker@gmail.com,001-620-327-5884x252,Virginia,VA,USA,2024-07-18,Basic
CUST000158,Jeremi,Baker,jeremi.baker@yahoo.com,+48 605 079 252,North Carolina,NC,USA,2025-06-04,Premium
CUST000159,Jeremy,Williams,jeremy.williams@gmail.com,656.322.0863x5365,California,CA,USA,2024-02-12,Standard
CUST000160,Harry,Finley,harry.finley@yahoo.com,32 451 87 05,,GA,USA,2024-06-17,Basic
CUST000161,Andrzej,Gęsiarz,andrzej.gęsiarz@interia.pl,(206)803-8505,Georgia,GA,USA,2024-01-31,Basic
CUST000162,Robert,Kaufman,robert.kaufman@hotmail.com,530 386 571,North Carolina,NC,USA,2024-11-20,Standard
CUST000163,Igor,Graham,igor.graham@gmail.com,735 655 743,North Carolina,NC,USA,2025-10-06,Standard
CUST000164,Kimberly,Moore,kimberly.moore@yahoo.com,796 185 374,Virginia,VA,USA,2024-05-28,Standard
CUST000165,Christopher,Sibiga,christopher.sibiga@gmail.com,601 356 804,Florida,FL,USA,2025-07-08,Basic
CUST000166,Anthony,Seweryniak,anthony.seweryniak@yahoo.com,571-821-0032,North Carolina,NC,USA,2025-04-01,Standard
CUST000167,Brandi,Goliasz,brandi.goliasz@gmail.com,472.815.1070,Illinois,IL,USA,2024-11-13,Standard
CUST000168,Marianna,Gomez,user@domain,+48 532 099 934,Illinois,IL,USA,2024-09-13,Standard
CUST000169,Stanisław,Ramirez,stanisław.ramirez@yahoo.com,+1-783-880-6578x7598,North Carolina,NC,USA,2024-03-27,Premium
CUST000170,Gaja,Johnson,gaja.johnson@onet.pl,000-000-0000,Florida,FL,USA,2024-12-11,Basic
CUST000171,Kathryn,Johnston,kathryn.johnston@gmail.com,N/A,Ohio,OH,USA,2024-12-17,Basic
CUST000172,Tracy,Brown,tracy.brown@gmail.com,505 932 525,New York,NY,USA,2023-12-03,Premium
CUST000173,Kim,Młyńczak,kim.młyńczak@hotmail.com,+48 691 545 226,Ohio,OH,USA,2025-03-05,Basic
CUST000174,Jasmine,Kochman,jasmine.kochman@yahoo.com,+48 884 220 969,New York,NY,USA,2024-03-29,Basic
CUST000175,Borys,Zuniga,borys.zuniga@yahoo.com,555.521.5704,New York,NY,USA,2024-07-30,Standard
CUST000176,Jennifer,Cruz,jennifer.cruz@interia.pl,+48 576 586 179,Ohio,OH,USA,2024-03-14,Standard
CUST000177,Lauren,Phillips,lauren.phillips@gmail.com,952-262-1815,Virginia,VA,USA,2025-10-05,Basic
CUST000178,Catherine,Szczerbiak,catherine.szczerbiak@gmail.com,693 688 444,Florida,FL,USA,2024-01-26,Standard
CUST000179,Anita,Kusek,anita.kusek@yahoo.com,(614)897-3103x24171,Ohio,OH,USA,2025-12-21,Premium
CUST000180,Daniel,Kozieja,daniel.kozieja@gmail.com,304.777.4349x021,New Jersey,NJ,USA,2025-10-26,Basic
CUST000181,Angela,Budych,angela.budych@yahoo.com,+48 693 741 608,Virginia,VA,USA,2024-02-12,Premium
CUST000182,Tymoteusz,Stanton,tymoteusz.stanton@gmail.com,(716)632-9451x16868,Texas,TX,USA,2025-09-17,Basic
CUST000183,Kristin,Tomaszkiewicz,kristin.tomaszkiewicz@interia.pl,001-799-811-9148,Ohio,OH,USA,2024-08-23,Basic
CUST000184,Anita,Grądziel,anita.grądziel@yahoo.com,609 960 653,New York,NY,USA,2025-05-15,Premium
CUST000185,Mariusz,Morgan,mariusz.morgan@gmail.com,22 713 24 75,Texas,TX,USA,2025-05-02,Standard
CUST000186,Jacob,Mcintyre,jacob.mcintyre@hotmail.com,N/A,Illinois,IL,USA,2024-02-24,Premium
CUST000187,Glenn,Hood,glenn.hood@gmail.com,515 345 786,Pennsylvania,PA,USA,2025-03-28,Standard
CUST000188,Nathan,Nagórka,nathan.nagórka@yahoo.com,882 414 060,Ohio,OH,USA,2025-08-02,Standard
CUST000189,Mercedes,Byrd,mercedes.byrd@hotmail.com,+48 600 072 290,Georgia,GA,USA,2024-05-19,Premium
CUST000190,Jacek,Andreasik,jacek.andreasik@gmail.com,733 748 969,New York,NY,USA,2023-11-22,Standard
,Melania,Pilarek,melania.pilarek@yahoo.com,445-244-4328x30965,California,CA,USA,2025-11-15,Premium
CUST000192,Sandra,Wódka,sandra.wódka@hotmail.com,638-475-8428x24172,Florida,FL,USA,2025-03-09,Premium
CUST000193,Michael,Dębosz,michael.dębosz@gmail.com,+48 694 717 099,Florida,FL,USA,2024-10-27,Premium
CUST000194,Vincent,Świt,vincent.świt@o2.pl,(423)356-9725,California,CA,USA,2024-07-17,Basic
CUST000195,Lawrence,Smith,lawrence.smith@interia.pl,001-827-912-9666,Georgia,GA,USA,2023-11-20,Basic
CUST000196,Jessica,Mcclain,jessica.mcclain@gmail.com,+1-233-654-2168x9421,Pennsylvania,PA,USA,2024-10-15,Premium
CUST000197,Justyna,Cooper,justyna.cooper@gmail.com,(460)333-2309,Virginia,VA,USA,2025-04-19,Basic
CUST000197,Nicholas,Miros,nicholas.miros@hotmail.com,+1-210-601-6761x84723,Texas,TX,USA,2025-03-14,Premium
CUST000199,Sebastian,Bela,sebastian.bela@hotmail.com,411-273-9348x3564,Illinois,IL,USA,2025-09-12,Basic
CUST000200,Kornel,Smith,kornel.smith@gmail.com,601 811 437,Ohio,OH,USA,2024-05-28,Standard
CUST000201,Cory,Sawyer,cory.sawyer@gmail.com,+48 511 100 225,Florida,FL,USA,2025-08-31,Premium
CUST000202,Tomasz,Hadaś,tomasz.hadaś@interia.pl,(867)946-7621x2021,New Jersey,NJ,USA,2024-03-28,Premium
CUST000203,,Huffman,maurycy.huffman@yahoo.com,576 701 450,Illinois,IL,USA,2025-10-31,Basic
CUST000204,Eliza,Reynolds,eliza.reynolds@yahoo.com,+48 786 289 002,Pennsylvania,PA,USA,2025-07-31,Basic
CUST000205,Charles,Salawa,charles.salawa@yahoo.com,518 386 631,Pennsylvania,PA,USA,2024-10-06,Premium
CUST000206,Dawid,Pielach,dawid.pielach@onet.pl,+48 880 166 088,Pennsylvania,PA,USA,2025-07-12,Premium
CUST000207,Apolonia,Pena,apolonia.pena@gmail.com,22 037 58 99,Georgia,GA,USA,2025-04-23,Premium
CUST000208,Aniela,Davis,aniela.davis@gmail.com,884 885 102,Pennsylvania,PA,USA,2024-02-27,Basic
CUST000209,Dominik,Fac,dominik.fac@gmail.com,(437)935-1609x1779,Georgia,GA,USA,2024-12-08,Basic
CUST000210,Angela,Patoła,angela.patoła@yahoo.com,001-592-621-6995x866,,TX,USA,2025-10-21,Basic
CUST000211,Aniela,Taylor,aniela.taylor@hotmail.com,+48 798 333 945,North Carolina,NC,USA,2025-11-03,Standard
CUST000212,William,Plak,william.plak@yahoo.com,+48 699 684 608,Virginia,VA,USA,2023-12-05,Basic
CUST000213,Brian,Gonzalez,brian.gonzalez@yahoo.com,600 438 057,Florida,FL,USA,2025-02-09,Premium
CUST000214,Julia,John,julia.john@hotmail.com,(566)558-0043x9735,Georgia,GA,USA,2024-10-10,Premium
CUST000215,Jacob,Moss,jacob.moss@yahoo.com,(748)242-2940x57202,Michigan,MI,USA,2024-11-09,Basic
CUST000216,Wojciech,Okła,wojciech.okła@gmail.com,526.988.6153x35554,Pennsylvania,PA,USA,2024-02-08,Premium
CUST000217,Adrianna,Conway,adrianna.conway@gmail.com,+48 501 648 408,Pennsylvania,PA,USA,2024-11-26,Premium
CUST000218,Ada,Phillips,ada.phillips@yahoo.com,328-580-1336,Pennsylvania,PA,USA,2025-03-03,Standard
CUST000219,Julie,Johnson,julie.johnson@onet.pl,802-848-1934,Michigan,MI,USA,2025-02-19,Basic
CUST000220,Jędrzej,Price,jędrzej.price@hotmail.com,+1-691-990-1581x4491,North Carolina,NC,USA,2024-08-31,Premium
CUST000221,Thomas,Taylor,thomas.taylor@yahoo.com,+48 732 450 882,Florida,FL,USA,2023-12-17,Premium
CUST000222,Julita,Torres,julita.torres@interia.pl,+48 738 222 394,Ohio,OH,USA,2026-09-23,Basic
CUST000223,Krystyna,Roberts,krystyna.roberts@yahoo.com,397.555.2314,Virginia,VA,USA,2024-11-06,Standard
CUST000224,Norbert,Cunningham,norbert.cunningham@gmail.com,660 533 645,Georgia,GA,USA,2025-03-27,Standard
CUST000225,Malwina,Olma,malwina.olma@gmail.com,+48 661 291 428,California,CA,USA,2024-05-27,Standard
CUST000226,Jessica,Atkinson,user@domain,32 930 84 88,Virginia,VA,USA,2025-03-09,Basic
CUST000227,Michael,Vance,michael.vance@interia.pl,+48 608 165 803,Georgia,GA,USA,2025-05-23,Basic
CUST000228,Sean,Knight,sean.knight@hotmail.com,880 373 145,Ohio,OH,USA,2023-12-18,Basic
CUST000229,April,Bąkiewicz,april.bąkiewicz@o2.pl,4518844989,Pennsylvania,PA,USA,2024-08-10,Basic
CUST000230,Zachary,Kutnik,zachary.kutnik@gmail.com,+48 577 908 272,Illinois,IL,USA,2024-01-12,Standard
